origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:20:00-05:00|41.7947391/-87.618398|41.7947391|-87.618398|103|536|110|-87.6175551|41.7929609|41.977665|-87.904221|n/a|38739|4006|-87.618324|41.795174
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:20:00-05:00|41.8741479/-87.6275161|41.8741479|-87.6275161|916|10514|965|-87.6175903|41.7929603|41.977665|-87.904221|n/a|29659|2974|-87.6275161|41.8741479
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:20:00-05:00|41.8217417/-87.6215403|41.8217417|-87.6215403|380|3473|429|-87.6175903|41.7929603|41.977665|-87.904221|n/a|35619|3753|-87.621368|41.821732
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:20:00-05:00|41.816588/-87.6190088|41.816588|-87.6190088|350|3095|395|-87.6175903|41.7929603|41.977665|-87.904221|n/a|36371|3944|-87.619019|41.816463
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.9037353/-87.6674953|41.9037353|-87.6674953|n/a|15142|2574|-87.6175903|41.7929603|41.9797233|-87.8822525|977|22225|1064|-87.6674181|41.903737
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.94738/-87.719063|41.94738|-87.719063|n/a|21893|3234|-87.6175903|41.7929603|41.9797233|-87.8822525|981|23030|1017|-87.7191813|41.9472665
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.983505/-87.85939|41.983505|-87.85939|n/a|34808|4224|-87.6175903|41.7929603|41.9797233|-87.8822525|89|2012|93|-87.8594793|41.9837411
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.984245/-87.838028|41.984245|-87.838028|n/a|33045|4074|-87.6175903|41.7929603|41.9797233|-87.8822525|164|3810|168|-87.838152|41.9844224
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.8857522/-87.6315547|41.8857522|-87.6315547|n/a|11394|1567|-87.6175903|41.7929603|41.9797233|-87.8822525|1275|26064|1314|-87.6315556|41.8857335
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.970634/-87.760895|41.970634|-87.760895|n/a|26224|3624|-87.6175903|41.7929603|41.9797233|-87.8822525|434|10610|450|-87.7611277|41.9708946
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.952927/-87.729233|41.952927|-87.729233|n/a|22935|3354|-87.6175903|41.7929603|41.9797233|-87.8822525|1010|24075|1065|-87.7292758|41.9528843
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.977665/-87.904221|41.977665|-87.904221|n/a|39116|4524|-87.6175903|41.7929603|41.9797233|-87.8822525|528|7350|603|-87.9040972|41.9777944
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.96154/-87.743576|41.96154|-87.743576|n/a|24466|3474|-87.6175903|41.7929603|41.9797233|-87.8822525|833|14777|838|-87.7437804|41.9613378
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.92194/-87.696892|41.92194|-87.696892|n/a|18292|2884|-87.6175903|41.7929603|41.9797233|-87.8822525|941|18701|990|-87.696945|41.922119
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.915996/-87.6870336|41.915996|-87.6870336|n/a|17247|2784|-87.6175903|41.7929603|41.9797233|-87.8822525|979|20429|1058|-87.6870296|41.9159999
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.8913747/-87.6478904|41.8913747|-87.6478904|n/a|12998|2314|-87.6175903|41.7929603|41.9797233|-87.8822525|1017|24050|1099|-87.647891|41.8913741
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:25:00-05:00|41.9823319/-87.8075119|41.9823319|-87.8075119|n/a|30489|3894|-87.6175903|41.7929603|41.9797233|-87.8822525|269|6370|274|-87.8075138|41.9824533
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:30:00-05:00||41.9797233|-87.8822525|1669|36662|1839|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00||41.977665|-87.904221|n/a|39116|4545|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00||41.977665|-87.904221|n/a|39116|4545|-87.6175903|41.7929603|||||||
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8857335/-87.6315556|41.8857335|-87.6315556|1028|13304|1149|-87.6175903|41.7929603|41.977665|-87.904221|n/a|27722|2280|-87.6315547|41.8857522
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8319786/-87.625978|41.8319786|-87.625978|560|5957|579|-87.6175903|41.7929603|41.977665|-87.904221|n/a|34149|3751|-87.6258739|41.8319805
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8857694/-87.6279402|41.8857694|-87.6279402|1108|13604|1244|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28000|2568|-87.6280222|41.885817
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8849932/-87.6278985|41.8849932|-87.6278985|1043|13512|1234|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28457|2656|-87.6278136|41.8849937
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.7947391/-87.618398|41.7947391|-87.618398|103|536|110|-87.6175551|41.7929609|41.977665|-87.904221|n/a|38739|4388|-87.618324|41.795174
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8741479/-87.6275161|41.8741479|-87.6275161|937|10514|965|-87.6175903|41.7929603|41.977665|-87.904221|n/a|29659|3004|-87.6275161|41.8741479
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.8217417/-87.6215403|41.8217417|-87.6215403|382|3473|429|-87.6175903|41.7929603|41.977665|-87.904221|n/a|35619|3828|-87.621368|41.821732
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:35:00-05:00|41.816588/-87.6190088|41.816588|-87.6190088|350|3095|395|-87.6175903|41.7929603|41.977665|-87.904221|n/a|36371|3957|-87.619019|41.816463
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.9037353/-87.6674953|41.9037353|-87.6674953|n/a|15142|2595|-87.6175903|41.7929603|41.9797233|-87.8822525|1013|22225|1064|-87.6674181|41.903737
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.94738/-87.719063|41.94738|-87.719063|n/a|21893|3254|-87.6175903|41.7929603|41.9797233|-87.8822525|1019|23030|1017|-87.7191813|41.9472665
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.983505/-87.85939|41.983505|-87.85939|n/a|34808|4244|-87.6175903|41.7929603|41.9797233|-87.8822525|89|2012|93|-87.8594793|41.9837411
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.984245/-87.838028|41.984245|-87.838028|n/a|33045|4094|-87.6175903|41.7929603|41.9797233|-87.8822525|164|3810|168|-87.838152|41.9844224
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.8857522/-87.6315547|41.8857522|-87.6315547|n/a|11394|1606|-87.6175903|41.7929603|41.9797233|-87.8822525|1282|26064|1314|-87.6315556|41.8857335
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.970634/-87.760895|41.970634|-87.760895|n/a|26224|3644|-87.6175903|41.7929603|41.9797233|-87.8822525|548|10610|450|-87.7611277|41.9708946
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.952927/-87.729233|41.952927|-87.729233|n/a|22935|3374|-87.6175903|41.7929603|41.9797233|-87.8822525|1111|24075|1065|-87.7292758|41.9528843
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.977665/-87.904221|41.977665|-87.904221|n/a|39116|4544|-87.6175903|41.7929603|41.9797233|-87.8822525|555|7350|603|-87.9040972|41.9777944
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.96154/-87.743576|41.96154|-87.743576|n/a|24466|3623|-87.6175903|41.7929603|41.9797233|-87.8822525|954|14777|838|-87.7437804|41.9613378
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.92194/-87.696892|41.92194|-87.696892|n/a|18292|3053|-87.6175903|41.7929603|41.9797233|-87.8822525|985|18701|990|-87.696945|41.922119
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.915996/-87.6870336|41.915996|-87.6870336|n/a|17247|2804|-87.6175903|41.7929603|41.9797233|-87.8822525|996|20429|1058|-87.6870296|41.9159999
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.8913747/-87.6478904|41.8913747|-87.6478904|n/a|12998|2354|-87.6175903|41.7929603|41.9797233|-87.8822525|1061|24050|1099|-87.647891|41.8913741
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:40:00-05:00|41.9823319/-87.8075119|41.9823319|-87.8075119|n/a|30489|3914|-87.6175903|41.7929603|41.9797233|-87.8822525|274|6370|274|-87.8075138|41.9824533
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:45:00-05:00||41.9797233|-87.8822525|1762|36662|1839|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00||41.977665|-87.904221|n/a|39116|4246|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00||41.977665|-87.904221|n/a|39116|4246|-87.6175903|41.7929603|||||||
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8857335/-87.6315556|41.8857335|-87.6315556|1140|13304|1149|-87.6175903|41.7929603|41.977665|-87.904221|n/a|27722|2310|-87.6315547|41.8857522
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8319786/-87.625978|41.8319786|-87.625978|542|5957|579|-87.6175903|41.7929603|41.977665|-87.904221|n/a|34149|3393|-87.6258739|41.8319805
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8857694/-87.6279402|41.8857694|-87.6279402|1150|13595|1234|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28000|2538|-87.6280222|41.885817
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8849932/-87.6278985|41.8849932|-87.6278985|1140|13512|1234|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28457|2664|-87.6278136|41.8849937
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.7947391/-87.618398|41.7947391|-87.618398|102|536|110|-87.6175551|41.7929609|41.977665|-87.904221|n/a|38739|3929|-87.618324|41.795174
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8741479/-87.6275161|41.8741479|-87.6275161|956|10514|965|-87.6175903|41.7929603|41.977665|-87.904221|n/a|29659|3034|-87.6275161|41.8741479
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.8217417/-87.6215403|41.8217417|-87.6215403|380|3473|429|-87.6175903|41.7929603|41.977665|-87.904221|n/a|35619|3569|-87.621368|41.821732
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:50:00-05:00|41.816588/-87.6190088|41.816588|-87.6190088|346|3095|395|-87.6175903|41.7929603|41.977665|-87.904221|n/a|36371|3689|-87.619019|41.816463
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.9037353/-87.6674953|41.9037353|-87.6674953|n/a|15142|2295|-87.6175903|41.7929603|41.9797233|-87.8822525|1000|22225|1064|-87.6674181|41.903737
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.94738/-87.719063|41.94738|-87.719063|n/a|21893|2954|-87.6175903|41.7929603|41.9797233|-87.8822525|1155|23030|1017|-87.7191813|41.9472665
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.983505/-87.85939|41.983505|-87.85939|n/a|34808|3944|-87.6175903|41.7929603|41.9797233|-87.8822525|89|2012|93|-87.8594793|41.9837411
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.984245/-87.838028|41.984245|-87.838028|n/a|33045|3794|-87.6175903|41.7929603|41.9797233|-87.8822525|165|3810|168|-87.838152|41.9844224
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.8857522/-87.6315547|41.8857522|-87.6315547|n/a|11394|1603|-87.6175903|41.7929603|41.9797233|-87.8822525|1235|26064|1314|-87.6315556|41.8857335
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.970634/-87.760895|41.970634|-87.760895|n/a|26224|3344|-87.6175903|41.7929603|41.9797233|-87.8822525|602|10610|450|-87.7611277|41.9708946
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.952927/-87.729233|41.952927|-87.729233|n/a|22935|3074|-87.6175903|41.7929603|41.9797233|-87.8822525|1287|24075|1065|-87.7292758|41.9528843
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.977665/-87.904221|41.977665|-87.904221|n/a|39116|4244|-87.6175903|41.7929603|41.9797233|-87.8822525|530|7350|603|-87.9040972|41.9777944
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.96154/-87.743576|41.96154|-87.743576|n/a|24466|3194|-87.6175903|41.7929603|41.9797233|-87.8822525|994|14777|838|-87.7437804|41.9613378
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.92194/-87.696892|41.92194|-87.696892|n/a|18292|2624|-87.6175903|41.7929603|41.9797233|-87.8822525|958|18701|990|-87.696945|41.922119
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.915996/-87.6870336|41.915996|-87.6870336|n/a|17247|2504|-87.6175903|41.7929603|41.9797233|-87.8822525|1026|20429|1058|-87.6870296|41.9159999
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.8913747/-87.6478904|41.8913747|-87.6478904|n/a|12998|2054|-87.6175903|41.7929603|41.9797233|-87.8822525|1058|24050|1099|-87.647891|41.8913741
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 05:55:00-05:00|41.9823319/-87.8075119|41.9823319|-87.8075119|n/a|30489|3614|-87.6175903|41.7929603|41.9797233|-87.8822525|276|6370|274|-87.8075138|41.9824533
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 06:00:00-05:00||41.9797233|-87.8822525|1877|36662|1839|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00||41.977665|-87.904221|n/a|39116|4214|-87.6175903|41.7929603|||||||
Washington Park Chicago IL|||tolls|Ohare Airport|driving|metric|central|2017-04-05 06:10:00-05:00||41.977665|-87.904221|n/a|39116|4214|-87.6175903|41.7929603|||||||
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8857335/-87.6315556|41.8857335|-87.6315556|1225|13304|1149|-87.6175903|41.7929603|41.977665|-87.904221|n/a|27722|2265|-87.6315547|41.8857522
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8319786/-87.625978|41.8319786|-87.625978|523|5957|579|-87.6175903|41.7929603|41.977665|-87.904221|n/a|34149|3449|-87.6258739|41.8319805
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8857694/-87.6279402|41.8857694|-87.6279402|1306|13604|1244|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28000|2493|-87.6280222|41.885817
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8849932/-87.6278985|41.8849932|-87.6278985|1254|13512|1234|-87.6175903|41.7929603|41.977665|-87.904221|n/a|28457|2603|-87.6278136|41.8849937
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.7947391/-87.618398|41.7947391|-87.618398|103|536|110|-87.6175551|41.7929609|41.977665|-87.904221|n/a|38739|3977|-87.618324|41.795174
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8741479/-87.6275161|41.8741479|-87.6275161|980|10514|965|-87.6175903|41.7929603|41.977665|-87.904221|n/a|29659|3004|-87.6275161|41.8741479
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.8217417/-87.6215403|41.8217417|-87.6215403|383|3473|429|-87.6175903|41.7929603|41.977665|-87.904221|n/a|35619|3579|-87.621368|41.821732
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:05:00-05:00|41.816588/-87.6190088|41.816588|-87.6190088|349|3095|395|-87.6175903|41.7929603|41.977665|-87.904221|n/a|36371|3920|-87.619019|41.816463
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:10:00-05:00|41.9037353/-87.6674953|41.9037353|-87.6674953|n/a|15142|2754|-87.6175903|41.7929603|41.9797233|-87.8822525|1364|22225|1064|-87.6674181|41.903737
Washington Park Chicago IL||finish|tolls|Ohare Airport|driving|metric|central|2017-04-05 06:10:00-05:00|41.94738/-87.719063|41.94738|-87.719063|n/a|21893|3414|-87.6175903|41.7929603|41.9797233|-87.8822525|1642|23030|1017|-87.7191813|41.9472665
